v4_gene_model	v3_gene_model
Zm00001d002255	GRMZM2G302927
Zm00001d002254	GRMZM2G302936
Zm00001d029754	GRMZM2G303007
Zm00001d039468	GRMZM2G303044
Zm00001d024816	GRMZM2G303105
Zm00001d002553	GRMZM2G303118
Zm00001d002609	GRMZM2G303135
Zm00001d036211	GRMZM2G303139
Zm00001d032030	GRMZM2G303149
Zm00001d032029	GRMZM2G303157
Zm00001d016315	GRMZM2G303161
Zm00001d010407	GRMZM2G303168
Zm00001d015382	GRMZM2G303241
Zm00001d051415	GRMZM2G303244
Zm00001d048501	GRMZM2G303312
Zm00001d027864	GRMZM2G303361
Zm00001d053862	GRMZM2G303374
Zm00001d015216	GRMZM2G303419
Zm00001d033470	GRMZM2G303426
Zm00001d048908	GRMZM2G303431
Zm00001d007536	GRMZM2G303463
Zm00001d042968	GRMZM2G303465
Zm00001d017969	GRMZM2G303509
Zm00001d007206	GRMZM2G303530
Zm00001d023872	GRMZM2G303536
Zm00001d011901	GRMZM2G303587
Zm00001d014303	GRMZM2G303631
Zm00001d023640	GRMZM2G303655
Zm00001d040166	GRMZM2G303661
Zm00001d046356	GRMZM2G303707
Zm00001d050272	GRMZM2G303728
Zm00001d039746	GRMZM2G303752
Zm00001d026189	GRMZM2G303768
Zm00001d045535	GRMZM2G303775
Zm00001d027404	GRMZM2G303810
Zm00001d019304	GRMZM2G303829
Zm00001d030555	GRMZM2G303909
Zm00001d018103	GRMZM2G303915
Zm00001d035109	GRMZM2G303937
Zm00001d016719	GRMZM2G303964
Zm00001d032868	GRMZM2G303965
Zm00001d004362	GRMZM2G303993
Zm00001d024672	GRMZM2G304010
Zm00001d049770	GRMZM2G304049
Zm00001d008222	GRMZM2G304091
Zm00001d038004	GRMZM2G304108
Zm00001d008223	GRMZM2G304121
Zm00001d029835	GRMZM2G304132
Zm00001d034686	GRMZM2G304190
Zm00001d005047	GRMZM2G304212
Zm00001d043468	GRMZM2G304274
Zm00001d045192	GRMZM2G304362
Zm00001d045192	GRMZM2G304378
Zm00001d029558	GRMZM2G304442
Zm00001d043318	GRMZM2G304474
Zm00001d045498	GRMZM2G304528
Zm00001d005230	GRMZM2G304548
Zm00001d011237	GRMZM2G304573
Zm00001d011236	GRMZM2G304575
Zm00001d034810	GRMZM2G304638
Zm00001d008933	GRMZM2G304687
Zm00001d044068	GRMZM2G304700
Zm00001d053715	GRMZM2G304712
Zm00001d002835	GRMZM2G304745
Zm00001d030171	GRMZM2G304897
Zm00001d023817	GRMZM2G304915
Zm00001d030842	GRMZM2G304926
Zm00001d020645	GRMZM2G304947
Zm00001d012021	GRMZM2G304956
Zm00001d023331	GRMZM2G304965
Zm00001d002129	GRMZM2G305007
Zm00001d047788	GRMZM2G305027
Zm00001d047787	GRMZM2G305046
Zm00001d039379	GRMZM2G305048
Zm00001d039380	GRMZM2G305060
Zm00001d011655	GRMZM2G305066
Zm00001d008393	GRMZM2G305080
Zm00001d013955	GRMZM2G305093
Zm00001d015748	GRMZM2G305096
Zm00001d038648	GRMZM2G305115
Zm00001d015064	GRMZM2G305124
Zm00001d026066	GRMZM2G305146
Zm00001d014695	GRMZM2G305148
Zm00001d041727	GRMZM2G305154
Zm00001d038576	GRMZM2G305159
Zm00001d021886	GRMZM2G305196
Zm00001d021885	GRMZM2G305211
Zm00001d012846	GRMZM2G305216
Zm00001d046738	GRMZM2G305238
Zm00001d046739	GRMZM2G305244
Zm00001d013075	GRMZM2G305254
Zm00001d040445	GRMZM2G305264
Zm00001d028743	GRMZM2G305267
Zm00001d021882	GRMZM2G305280
Zm00001d003631	GRMZM2G305311
Zm00001d026511	GRMZM2G305321
Zm00001d026470	GRMZM2G305329
Zm00001d049629	GRMZM2G305332
Zm00001d009160	GRMZM2G305362
Zm00001d029407	GRMZM2G305400
Zm00001d020679	GRMZM2G305406
Zm00001d044031	GRMZM2G305439
Zm00001d013956	GRMZM2G305446
Zm00001d028599	GRMZM2G305526
Zm00001d007055	GRMZM2G305551
Zm00001d003592	GRMZM2G305580
Zm00001d024534	GRMZM2G305582
Zm00001d024262	GRMZM2G305757
Zm00001d014506	GRMZM2G305809
Zm00001d046364	GRMZM2G305822
Zm00001d039825	GRMZM2G305834
Zm00001d038085	GRMZM2G305851
Zm00001d035605	GRMZM2G305856
Zm00001d006051	GRMZM2G305864
Zm00001d039615	GRMZM2G305900
Zm00001d008649	GRMZM2G305901
Zm00001d047285	GRMZM2G305996
Zm00001d034151	GRMZM2G306024
Zm00001d036448	GRMZM2G306028
Zm00001d013090	GRMZM2G306062
Zm00001d030152	GRMZM2G306079
Zm00001d025716	GRMZM2G306094
Zm00001d030153	GRMZM2G306104
Zm00001d024676	GRMZM2G306105
Zm00001d043211	GRMZM2G306143
Zm00001d000318	GRMZM2G306172
Zm00001d041032	GRMZM2G306193
Zm00001d027240	GRMZM2G306216
Zm00001d024867	GRMZM2G306237
Zm00001d042930	GRMZM2G306258
Zm00001d036263	GRMZM2G306282
Zm00001d005690	GRMZM2G306328
Zm00001d038163	GRMZM2G306345
Zm00001d025722	GRMZM2G306348
Zm00001d044260	GRMZM2G306357
Zm00001d002334	GRMZM2G306374
Zm00001d003929	GRMZM2G306376
Zm00001d011584	GRMZM2G306412
Zm00001d047681	GRMZM2G306482
Zm00001d017500	GRMZM2G306566
Zm00001d009198	GRMZM2G306610
Zm00001d030682	GRMZM2G306616
Zm00001d025872	GRMZM2G306643
Zm00001d028561	GRMZM2G306679
Zm00001d036824	GRMZM2G306693
Zm00001d035172	GRMZM2G306727
Zm00001d028562	GRMZM2G306732
Zm00001d052382	GRMZM2G306734
Zm00001d002990	GRMZM2G306735
Zm00001d002992	GRMZM2G306741
Zm00001d015853	GRMZM2G306771
Zm00001d050964	GRMZM2G306781
Zm00001d002994	GRMZM2G306793
Zm00001d028566	GRMZM2G306806
Zm00001d009907	GRMZM2G306851
Zm00001d045631	GRMZM2G306859
Zm00001d046793	GRMZM2G306915
Zm00001d029318	GRMZM2G306919
Zm00001d020242	GRMZM2G306935
Zm00001d007112	GRMZM2G306998
Zm00001d028060	GRMZM2G307084
Zm00001d051850	GRMZM2G307088
Zm00001d022488	GRMZM2G307119
Zm00001d042593	GRMZM2G307152
Zm00001d053543	GRMZM2G307241
Zm00001d034139	GRMZM2G307252
Zm00001d025446	GRMZM2G307262
Zm00001d003967	GRMZM2G307323
Zm00001d016561	GRMZM2G307368
Zm00001d014630	GRMZM2G307397
Zm00001d014629	GRMZM2G307400
Zm00001d036330	GRMZM2G307402
Zm00001d022592	GRMZM2G307437
Zm00001d020290	GRMZM2G307470
Zm00001d045318	GRMZM2G307495
Zm00001d028110	GRMZM2G307529
Zm00001d041192	GRMZM2G307561
Zm00001d037660	GRMZM2G307567
Zm00001d020941	GRMZM2G307588
Zm00001d041191	GRMZM2G307600
Zm00001d006730	GRMZM2G307604
Zm00001d053230	GRMZM2G307637
Zm00001d049285	GRMZM2G307715
Zm00001d037832	GRMZM2G307720
Zm00001d011844	GRMZM2G307756
Zm00001d044726	GRMZM2G307823
Zm00001d032087	GRMZM2G307892
Zm00001d047859	GRMZM2G307906
Zm00001d028775	GRMZM2G307992
Zm00001d028777	GRMZM2G308034
Zm00001d004390	GRMZM2G308046
Zm00001d052992	GRMZM2G308064
Zm00001d044961	GRMZM2G308083
Zm00001d014937	GRMZM2G308106
Zm00001d017124	GRMZM2G308189
Zm00001d052193	GRMZM2G308193
Zm00001d017125	GRMZM2G308203
Zm00001d041766	GRMZM2G308219
Zm00001d047698	GRMZM2G308351
Zm00001d026488	GRMZM2G308365
Zm00001d048613	GRMZM2G308369
Zm00001d025145	GRMZM2G308422
Zm00001d037664	GRMZM2G308440
Zm00001d032312	GRMZM2G308457
Zm00001d007700	GRMZM2G308463
Zm00001d020655	GRMZM2G308503
Zm00001d027376	GRMZM2G308570
Zm00001d045657	GRMZM2G308595
Zm00001d020100	GRMZM2G308615
Zm00001d039282	GRMZM2G308619
Zm00001d040756	GRMZM2G308650
Zm00001d029184	GRMZM2G308666
Zm00001d034356	GRMZM2G308687
Zm00001d036432	GRMZM2G308689
Zm00001d038104	GRMZM2G308707
Zm00001d047263	GRMZM2G308735
Zm00001d007166	GRMZM2G308752
Zm00001d046969	GRMZM2G308799
Zm00001d048621	GRMZM2G308860
Zm00001d046970	GRMZM2G308884
Zm00001d045698	GRMZM2G308907
Zm00001d039527	GRMZM2G308910
Zm00001d049650	GRMZM2G308944
Zm00001d005458	GRMZM2G308956
Zm00001d010439	GRMZM2G308999
Zm00001d021737	GRMZM2G309025
Zm00001d037258	GRMZM2G309035
Zm00001d006515	GRMZM2G309048
Zm00001d039276	GRMZM2G309063
Zm00001d037913	GRMZM2G309071
Zm00001d017873	GRMZM2G309073
Zm00001d049471	GRMZM2G309109
Zm00001d024667	GRMZM2G309126
Zm00001d039274	GRMZM2G309152
Zm00001d044690	GRMZM2G309163
Zm00001d035591	GRMZM2G309188
Zm00001d041104	GRMZM2G309220
Zm00001d021683	GRMZM2G309258
Zm00001d031868	GRMZM2G309269
Zm00001d052940	GRMZM2G309316
Zm00001d047535	GRMZM2G309327
Zm00001d035127	GRMZM2G309356
Zm00001d028983	GRMZM2G309363
Zm00001d017170	GRMZM2G309368
Zm00001d021682	GRMZM2G309380
Zm00001d042014	GRMZM2G309479
Zm00001d042013	GRMZM2G309512
Zm00001d008358	GRMZM2G309517
Zm00001d008865	GRMZM2G309568
Zm00001d049085	GRMZM2G309594
Zm00001d012801	GRMZM2G309624
Zm00001d047378	GRMZM2G309655
Zm00001d043425	GRMZM2G309660
Zm00001d031673	GRMZM2G309731
Zm00001d005803	GRMZM2G309747
Zm00001d015862	GRMZM2G309759
Zm00001d051658	GRMZM2G309847
Zm00001d039967	GRMZM2G309897
Zm00001d024544	GRMZM2G309933
Zm00001d009994	GRMZM2G309944
Zm00001d051660	GRMZM2G309950
Zm00001d022025	GRMZM2G309970
Zm00001d043371	GRMZM2G310031
Zm00001d042064	GRMZM2G310069
Zm00001d012560	GRMZM2G310115
Zm00001d036927	GRMZM2G310144
Zm00001d048340	GRMZM2G310155
Zm00001d011303	GRMZM2G310158
Zm00001d049404	GRMZM2G310172
Zm00001d022205	GRMZM2G310283
Zm00001d045071	GRMZM2G310306
Zm00001d047397	GRMZM2G310321
Zm00001d046487	GRMZM2G310362
Zm00001d043205	GRMZM2G310368
Zm00001d051399	GRMZM2G310410
Zm00001d047562	GRMZM2G310429
Zm00001d012420	GRMZM2G310431
Zm00001d024700	GRMZM2G310453
Zm00001d040489	GRMZM2G310465
Zm00001d024699	GRMZM2G310505
Zm00001d007766	GRMZM2G310548
Zm00001d044717	GRMZM2G310569
Zm00001d050141	GRMZM2G310652
Zm00001d023710	GRMZM2G310674
Zm00001d038823	GRMZM2G310739
Zm00001d038825	GRMZM2G310758
Zm00001d011382	GRMZM2G310795
Zm00001d044536	GRMZM2G310840
Zm00001d011483	GRMZM2G310944
Zm00001d031222	GRMZM2G310947
Zm00001d043595	GRMZM2G311003
Zm00001d007343	GRMZM2G311011
Zm00001d035277	GRMZM2G311024
Zm00001d029359	GRMZM2G311036
Zm00001d026246	GRMZM2G311051
Zm00001d026186	GRMZM2G311059
Zm00001d013608	GRMZM2G311162
Zm00001d028330	GRMZM2G311165
Zm00001d029087	GRMZM2G311182
Zm00001d006486	GRMZM2G311187
Zm00001d012457	GRMZM2G311220
Zm00001d030741	GRMZM2G311233
Zm00001d024230	GRMZM2G311316
Zm00001d043584	GRMZM2G311328
Zm00001d043690	GRMZM2G311342
Zm00001d043586	GRMZM2G311347
Zm00001d040505	GRMZM2G311401
Zm00001d028839	GRMZM2G311465
Zm00001d053068	GRMZM2G311500
Zm00001d029437	GRMZM2G311656
Zm00001d048640	GRMZM2G311664
Zm00001d022427	GRMZM2G311665
Zm00001d011599	GRMZM2G311680
Zm00001d003279	GRMZM2G311756
Zm00001d009568	GRMZM2G311898
Zm00001d053654	GRMZM2G311905
Zm00001d016144	GRMZM2G311919
Zm00001d034486	GRMZM2G311961
Zm00001d019497	GRMZM2G311969
Zm00001d026696	GRMZM2G312026
Zm00001d049110	GRMZM2G312061
Zm00001d013231	GRMZM2G312069
Zm00001d019866	GRMZM2G312075
Zm00001d000390	GRMZM2G312078
Zm00001d037407	GRMZM2G312081
Zm00001d034487	GRMZM2G312091
Zm00001d019881	GRMZM2G312110
Zm00001d053047	GRMZM2G312146
Zm00001d032916	GRMZM2G312165
Zm00001d010393	GRMZM2G312198
Zm00001d043094	GRMZM2G312201
Zm00001d010394	GRMZM2G312221
Zm00001d028116	GRMZM2G312226
Zm00001d043095	GRMZM2G312244
Zm00001d016582	GRMZM2G312274
Zm00001d054090	GRMZM2G312301
Zm00001d011981	GRMZM2G312365
Zm00001d048001	GRMZM2G312375
Zm00001d008251	GRMZM2G312419
Zm00001d008915	GRMZM2G312429
Zm00001d007155	GRMZM2G312434
Zm00001d027386	GRMZM2G312438
Zm00001d047656	GRMZM2G312481
Zm00001d006295	GRMZM2G312501
Zm00001d052060	GRMZM2G312521
Zm00001d015077	GRMZM2G312597
Zm00001d015076	GRMZM2G312602
Zm00001d015075	GRMZM2G312609
Zm00001d042607	GRMZM2G312654
Zm00001d029028	GRMZM2G312661
Zm00001d042605	GRMZM2G312672
Zm00001d029740	GRMZM2G312693
Zm00001d043805	GRMZM2G312712
Zm00001d045030	GRMZM2G312732
Zm00001d045031	GRMZM2G312736
Zm00001d013318	GRMZM2G312738
Zm00001d050886	GRMZM2G312806
Zm00001d016259	GRMZM2G312827
Zm00001d019836	GRMZM2G312838
Zm00001d018902	GRMZM2G312839
Zm00001d016607	GRMZM2G312871
Zm00001d009797	GRMZM2G312877
Zm00001d018901	GRMZM2G312910
Zm00001d037534	GRMZM2G312933
Zm00001d015108	GRMZM2G312939
Zm00001d017897	GRMZM2G312944
Zm00001d022184	GRMZM2G312954
Zm00001d035695	GRMZM2G312970
Zm00001d013829	GRMZM2G312974
Zm00001d035854	GRMZM2G312997
Zm00001d029499	GRMZM2G313009
Zm00001d038613	GRMZM2G313011
Zm00001d002441	GRMZM2G313020
Zm00001d018133	GRMZM2G313027
Zm00001d042410	GRMZM2G313041
Zm00001d038612	GRMZM2G313058
Zm00001d038610	GRMZM2G313068
Zm00001d038609	GRMZM2G313078
Zm00001d038607	GRMZM2G313101
Zm00001d029501	GRMZM2G313104
Zm00001d046979	GRMZM2G313162
Zm00001d053079	GRMZM2G313181
Zm00001d035055	GRMZM2G313184
Zm00001d053079	GRMZM2G313199
Zm00001d012038	GRMZM2G313216
Zm00001d035057	GRMZM2G313253
Zm00001d028766	GRMZM2G313272
Zm00001d042384	GRMZM2G313305
Zm00001d035024	GRMZM2G313316
Zm00001d000154	GRMZM2G313320
Zm00001d045823	GRMZM2G313327
Zm00001d014889	GRMZM2G313341
Zm00001d013973	GRMZM2G313347
Zm00001d035506	GRMZM2G313448
Zm00001d003746	GRMZM2G313451
Zm00001d012851	GRMZM2G313460
Zm00001d012850	GRMZM2G313481
Zm00001d047420	GRMZM2G313529
Zm00001d034231	GRMZM2G313536
Zm00001d022046	GRMZM2G313553
Zm00001d021535	GRMZM2G313643
Zm00001d005518	GRMZM2G313646
Zm00001d014161	GRMZM2G313649
Zm00001d012848	GRMZM2G313656
Zm00001d021536	GRMZM2G313672
Zm00001d012846	GRMZM2G313678
Zm00001d016202	GRMZM2G313707
Zm00001d011745	GRMZM2G313737
Zm00001d050955	GRMZM2G313750
Zm00001d003074	GRMZM2G313754
Zm00001d025205	GRMZM2G313756
Zm00001d037389	GRMZM2G313761
Zm00001d005109	GRMZM2G313812
Zm00001d037388	GRMZM2G313816
Zm00001d011744	GRMZM2G313833
Zm00001d039444	GRMZM2G313867
Zm00001d050530	GRMZM2G313909
Zm00001d005137	GRMZM2G313944
Zm00001d037392	GRMZM2G313953
Zm00001d028986	GRMZM2G314064
Zm00001d040785	GRMZM2G314075
Zm00001d045919	GRMZM2G314094
Zm00001d003544	GRMZM2G314110
Zm00001d045918	GRMZM2G314125
Zm00001d027807	GRMZM2G314133
Zm00001d037082	GRMZM2G314145
Zm00001d002007	GRMZM2G314171
Zm00001d015259	GRMZM2G314233
Zm00001d031921	GRMZM2G314292
Zm00001d002538	GRMZM2G314386
Zm00001d002540	GRMZM2G314396
Zm00001d002541	GRMZM2G314412
Zm00001d040209	GRMZM2G314434
Zm00001d043450	GRMZM2G314520
Zm00001d043452	GRMZM2G314546
Zm00001d040268	GRMZM2G314563
Zm00001d043456	GRMZM2G314582
Zm00001d024371	GRMZM2G314593
Zm00001d009504	GRMZM2G314647
Zm00001d040850	GRMZM2G314652
Zm00001d017166	GRMZM2G314656
Zm00001d027335	GRMZM2G314660
Zm00001d023391	GRMZM2G314661
Zm00001d047251	GRMZM2G314663
Zm00001d040710	GRMZM2G314667
Zm00001d020783	GRMZM2G314679
Zm00001d009503	GRMZM2G314692
Zm00001d005026	GRMZM2G314707
Zm00001d009860	GRMZM2G314712
Zm00001d047252	GRMZM2G314769
Zm00001d035705	GRMZM2G314771
Zm00001d054038	GRMZM2G314882
Zm00001d039535	GRMZM2G314898
Zm00001d039537	GRMZM2G314934
Zm00001d007492	GRMZM2G314940
Zm00001d052068	GRMZM2G314946
Zm00001d039539	GRMZM2G314954
Zm00001d006896	GRMZM2G314955
Zm00001d050184	GRMZM2G315072
Zm00001d051370	GRMZM2G315079
Zm00001d049904	GRMZM2G315088
Zm00001d017395	GRMZM2G315121
Zm00001d009987	GRMZM2G315125
Zm00001d017810	GRMZM2G315127
Zm00001d017396	GRMZM2G315140
Zm00001d017808	GRMZM2G315176
Zm00001d052107	GRMZM2G315230
Zm00001d049140	GRMZM2G315264
Zm00001d031871	GRMZM2G315375
Zm00001d004788	GRMZM2G315394
Zm00001d003432	GRMZM2G315401
Zm00001d020332	GRMZM2G315431
Zm00001d049511	GRMZM2G315506
Zm00001d049516	GRMZM2G315515
Zm00001d051735	GRMZM2G315558
Zm00001d054104	GRMZM2G315594
Zm00001d027819	GRMZM2G315601
Zm00001d027642	GRMZM2G315692
Zm00001d017912	GRMZM2G315726
Zm00001d005433	GRMZM2G315734
Zm00001d024317	GRMZM2G315767
Zm00001d043038	GRMZM2G315769
Zm00001d047097	GRMZM2G315786
Zm00001d027714	GRMZM2G315806
Zm00001d030765	GRMZM2G315848
Zm00001d043645	GRMZM2G315850
Zm00001d030764	GRMZM2G315862
Zm00001d006307	GRMZM2G315902
Zm00001d052801	GRMZM2G315931
Zm00001d046289	GRMZM2G316007
Zm00001d037708	GRMZM2G316030
Zm00001d022191	GRMZM2G316033
Zm00001d047001	GRMZM2G316073
Zm00001d011704	GRMZM2G316113
Zm00001d007167	GRMZM2G316136
Zm00001d034827	GRMZM2G316148
Zm00001d021541	GRMZM2G316191
Zm00001d012217	GRMZM2G316214
Zm00001d043819	GRMZM2G316223
Zm00001d046549	GRMZM2G316232
Zm00001d019081	GRMZM2G316256
Zm00001d050507	GRMZM2G316275
Zm00001d012221	GRMZM2G316362
Zm00001d016957	GRMZM2G316366
Zm00001d024266	GRMZM2G316371
Zm00001d049812	GRMZM2G316447
Zm00001d020391	GRMZM2G316524
Zm00001d012302	GRMZM2G316534
Zm00001d023907	GRMZM2G316593
Zm00001d023958	GRMZM2G316595
Zm00001d044121	GRMZM2G316635
Zm00001d023906	GRMZM2G316665
Zm00001d052032	GRMZM2G316679
Zm00001d026390	GRMZM2G316721
Zm00001d009750	GRMZM2G316740
Zm00001d052037	GRMZM2G316749
Zm00001d052038	GRMZM2G316758
Zm00001d052041	GRMZM2G316778
Zm00001d052042	GRMZM2G316787
Zm00001d009716	GRMZM2G316807
Zm00001d047086	GRMZM2G316827
Zm00001d003626	GRMZM2G316840
Zm00001d010195	GRMZM2G316889
Zm00001d011643	GRMZM2G316907
Zm00001d025451	GRMZM2G316925
Zm00001d040279	GRMZM2G316967
Zm00001d032650	GRMZM2G317021
Zm00001d019349	GRMZM2G317051
Zm00001d009174	GRMZM2G317069
Zm00001d032628	GRMZM2G317085
Zm00001d024357	GRMZM2G317098
Zm00001d028919	GRMZM2G317160
Zm00001d047573	GRMZM2G317262
Zm00001d052856	GRMZM2G317270
Zm00001d043446	GRMZM2G317285
Zm00001d023247	GRMZM2G317287
Zm00001d028312	GRMZM2G317317
Zm00001d020693	GRMZM2G317330
Zm00001d029892	GRMZM2G317386
Zm00001d025287	GRMZM2G317406
Zm00001d017908	GRMZM2G317450
Zm00001d017907	GRMZM2G317451
Zm00001d028863	GRMZM2G317487
Zm00001d022350	GRMZM2G317535
Zm00001d047563	GRMZM2G317584
Zm00001d039019	GRMZM2G317596
Zm00001d013312	GRMZM2G317610
Zm00001d009480	GRMZM2G317614
Zm00001d053022	GRMZM2G317652
Zm00001d053025	GRMZM2G317696
Zm00001d014637	GRMZM2G317705
Zm00001d005724	GRMZM2G317728
Zm00001d041181	GRMZM2G317731
Zm00001d017721	GRMZM2G317738
Zm00001d031676	GRMZM2G317770
Zm00001d046675	GRMZM2G317801
Zm00001d040036	GRMZM2G317835
Zm00001d034687	GRMZM2G317853
Zm00001d047892	GRMZM2G317871
Zm00001d009371	GRMZM2G317878
Zm00001d047890	GRMZM2G317895
Zm00001d014690	GRMZM2G317900
Zm00001d048466	GRMZM2G317931
Zm00001d048467	GRMZM2G317938
Zm00001d035878	GRMZM2G318010
Zm00001d052297	GRMZM2G318033
Zm00001d039011	GRMZM2G318180
Zm00001d037757	GRMZM2G318213
Zm00001d006078	GRMZM2G318220
Zm00001d019752	GRMZM2G318292
Zm00001d007190	GRMZM2G318296
Zm00001d019753	GRMZM2G318299
Zm00001d020622	GRMZM2G318319
Zm00001d013041	GRMZM2G318346
Zm00001d015139	GRMZM2G318375
Zm00001d002576	GRMZM2G318408
Zm00001d007525	GRMZM2G318412
Zm00001d036342	GRMZM2G318459
Zm00001d031747	GRMZM2G318475
Zm00001d053907	GRMZM2G318515
Zm00001d044428	GRMZM2G318526
Zm00001d002544	GRMZM2G318527
Zm00001d044427	GRMZM2G318530
Zm00001d036711	GRMZM2G318592
Zm00001d016363	GRMZM2G318633
Zm00001d018362	GRMZM2G318635
Zm00001d028941	GRMZM2G318652
Zm00001d018356	GRMZM2G318662
Zm00001d033216	GRMZM2G318671
Zm00001d004554	GRMZM2G318681
Zm00001d053594	GRMZM2G318689
Zm00001d029090	GRMZM2G318767
Zm00001d029091	GRMZM2G318780
Zm00001d031852	GRMZM2G318794
Zm00001d031851	GRMZM2G318803
Zm00001d022245	GRMZM2G318843
Zm00001d021378	GRMZM2G318849
Zm00001d049707	GRMZM2G318860
Zm00001d039327	GRMZM2G318862
Zm00001d032419	GRMZM2G318882
Zm00001d011867	GRMZM2G318942
Zm00001d011866	GRMZM2G318948
Zm00001d002644	GRMZM2G318956
Zm00001d050656	GRMZM2G318958
Zm00001d038407	GRMZM2G318992
Zm00001d027460	GRMZM2G319022
Zm00001d053435	GRMZM2G319056
Zm00001d027894	GRMZM2G319057
Zm00001d049407	GRMZM2G319062
Zm00001d035776	GRMZM2G319104
Zm00001d038097	GRMZM2G319109
Zm00001d052946	GRMZM2G319123
Zm00001d019951	GRMZM2G319125
Zm00001d011851	GRMZM2G319130
Zm00001d025012	GRMZM2G319138
Zm00001d039693	GRMZM2G319167
Zm00001d039693	GRMZM2G319169
Zm00001d011849	GRMZM2G319187
Zm00001d023753	GRMZM2G319262
Zm00001d033420	GRMZM2G319281
Zm00001d035145	GRMZM2G319307
Zm00001d031959	GRMZM2G319345
Zm00001d031963	GRMZM2G319357
Zm00001d006617	GRMZM2G319375
Zm00001d035227	GRMZM2G319397
Zm00001d035228	GRMZM2G319402
Zm00001d023581	GRMZM2G319435
Zm00001d004484	GRMZM2G319445
Zm00001d004482	GRMZM2G319454
Zm00001d041070	GRMZM2G319465
Zm00001d015212	GRMZM2G319573
Zm00001d006541	GRMZM2G319634
Zm00001d051607	GRMZM2G319649
Zm00001d010804	GRMZM2G319747
Zm00001d045978	GRMZM2G319760
Zm00001d028720	GRMZM2G319781
Zm00001d051340	GRMZM2G319786
Zm00001d020392	GRMZM2G319798
Zm00001d044650	GRMZM2G319878
Zm00001d007360	GRMZM2G319947
Zm00001d044631	GRMZM2G319965
Zm00001d037012	GRMZM2G319988
Zm00001d043335	GRMZM2G320013
Zm00001d023575	GRMZM2G320023
Zm00001d011182	GRMZM2G320041
Zm00001d033030	GRMZM2G320085
Zm00001d027367	GRMZM2G320099
Zm00001d027369	GRMZM2G320111
Zm00001d025891	GRMZM2G320135
Zm00001d005754	GRMZM2G320140
Zm00001d035428	GRMZM2G320152
Zm00001d035994	GRMZM2G320167
Zm00001d036823	GRMZM2G320175
Zm00001d047211	GRMZM2G320206
Zm00001d016658	GRMZM2G320259
Zm00001d032405	GRMZM2G320269
Zm00001d016632	GRMZM2G320287
Zm00001d018857	GRMZM2G320298
Zm00001d023296	GRMZM2G320305
Zm00001d017786	GRMZM2G320307
Zm00001d029039	GRMZM2G320325
Zm00001d042702	GRMZM2G320360
Zm00001d038913	GRMZM2G320373
Zm00001d038916	GRMZM2G320399
Zm00001d053576	GRMZM2G320497
Zm00001d013109	GRMZM2G320506
Zm00001d039910	GRMZM2G320521
Zm00001d039913	GRMZM2G320549
Zm00001d021514	GRMZM2G320591
Zm00001d013702	GRMZM2G320606
Zm00001d031943	GRMZM2G320689
Zm00001d019328	GRMZM2G320703
Zm00001d049204	GRMZM2G320705
Zm00001d031944	GRMZM2G320708
Zm00001d052695	GRMZM2G320723
Zm00001d013722	GRMZM2G320754
Zm00001d018064	GRMZM2G320786
Zm00001d011160	GRMZM2G320799
Zm00001d039127	GRMZM2G320802
Zm00001d002782	GRMZM2G320827
Zm00001d019299	GRMZM2G320920
Zm00001d000134	GRMZM2G320941
Zm00001d019490	GRMZM2G320949
Zm00001d028584	GRMZM2G320960
Zm00001d032339	GRMZM2G321010
Zm00001d024505	GRMZM2G321023
Zm00001d028419	GRMZM2G321033
Zm00001d027483	GRMZM2G321041
Zm00001d027481	GRMZM2G321053
Zm00001d009279	GRMZM2G321072
Zm00001d045457	GRMZM2G321076
Zm00001d044559	GRMZM2G321129
Zm00001d052998	GRMZM2G321153
Zm00001d005376	GRMZM2G321220
Zm00001d026018	GRMZM2G321239
Zm00001d011477	GRMZM2G321290
Zm00001d003183	GRMZM2G321354
Zm00001d001977	GRMZM2G321394
Zm00001d006821	GRMZM2G321404
Zm00001d034454	GRMZM2G321413
Zm00001d008654	GRMZM2G321420
Zm00001d012950	GRMZM2G321427
Zm00001d011388	GRMZM2G321469
Zm00001d048091	GRMZM2G321725
Zm00001d030750	GRMZM2G321747
Zm00001d028818	GRMZM2G321753
Zm00001d005373	GRMZM2G321767
Zm00001d039135	GRMZM2G321778
Zm00001d042447	GRMZM2G321810
Zm00001d043238	GRMZM2G321839
Zm00001d028819	GRMZM2G321870
Zm00001d030166	GRMZM2G321940
Zm00001d031283	GRMZM2G321978
Zm00001d033966	GRMZM2G322001
Zm00001d030666	GRMZM2G322024
Zm00001d008425	GRMZM2G322047
Zm00001d031009	GRMZM2G322090
Zm00001d015361	GRMZM2G322129
Zm00001d040555	GRMZM2G322186
Zm00001d038185	GRMZM2G322220
Zm00001d007899	GRMZM2G322279
Zm00001d020139	GRMZM2G322314
Zm00001d036557	GRMZM2G322328
Zm00001d054012	GRMZM2G322348
Zm00001d020888	GRMZM2G322351
Zm00001d021434	GRMZM2G322361
Zm00001d022462	GRMZM2G322413
Zm00001d023926	GRMZM2G322451
Zm00001d009184	GRMZM2G322490
Zm00001d015245	GRMZM2G322493
Zm00001d026010	GRMZM2G322506
Zm00001d022459	GRMZM2G322547
Zm00001d026004	GRMZM2G322582
Zm00001d026003	GRMZM2G322586
Zm00001d053412	GRMZM2G322593
Zm00001d007045	GRMZM2G322618
